,scheduled_time
1438,2023-10-03 12:01:05.419202816
1439,2023-10-03 12:01:05.419202816
1440,2023-10-03 12:01:05.419202816
1441,2023-10-03 09:39:00.000000000
1442,2023-10-03 12:01:05.419202816
1443,2023-10-03 09:34:00.000000000
1444,2023-10-03 09:34:00.000000000
1445,2023-10-03 09:38:00.000000000
1446,2023-10-03 09:29:00.000000000
1447,2023-10-03 12:01:05.419202816
1448,2023-10-03 09:39:00.000000000
1449,2023-10-03 12:01:05.419202816
1450,2023-10-03 09:32:00.000000000
1451,2023-10-03 09:32:00.000000000
1452,2023-10-03 12:01:05.419202816
1453,2023-10-03 09:36:00.000000000
1454,2023-10-03 12:01:05.419202816
1455,2023-10-03 09:36:00.000000000
1456,2023-10-03 09:32:00.000000000
1457,2023-10-03 09:47:00.000000000
1458,2023-10-03 09:36:00.000000000
1459,2023-10-03 09:39:00.000000000
1460,2023-10-03 12:01:05.419202816
1461,2023-10-03 12:01:05.419202816
1462,2023-10-03 09:38:00.000000000
1463,2023-10-03 12:01:05.419202816
1464,2023-10-03 09:47:00.000000000
1465,2023-10-03 09:47:00.000000000
1466,2023-10-03 09:32:00.000000000
1467,2023-10-03 09:32:00.000000000
1468,2023-10-03 12:01:05.419202816
1469,2023-10-03 12:01:05.419202816
1470,2023-10-03 09:31:00.000000000
1471,2023-10-03 09:40:00.000000000
1472,2023-10-03 12:01:05.419202816
1473,2023-10-03 12:01:05.419202816
1474,2023-10-03 12:01:05.419202816
1475,2023-10-03 09:32:00.000000000
1476,2023-10-03 09:39:00.000000000
1477,2023-10-03 09:40:00.000000000
1478,2023-10-03 09:47:00.000000000
1479,2023-10-03 09:32:00.000000000
1480,2023-10-03 09:32:00.000000000
1481,2023-10-03 09:40:00.000000000
1482,2023-10-03 09:31:00.000000000
1483,2023-10-03 09:40:00.000000000
1484,2023-10-03 09:34:00.000000000
1485,2023-10-03 09:44:00.000000000
1486,2023-10-03 12:01:05.419202816
1487,2023-10-03 12:01:05.419202816
1488,2023-10-03 09:47:00.000000000
1489,2023-10-03 12:01:05.419202816
1490,2023-10-03 12:01:05.419202816
1491,2023-10-03 12:01:05.419202816
1492,2023-10-03 12:01:05.419202816
1493,2023-10-03 09:44:00.000000000
1494,2023-10-03 09:40:00.000000000
1495,2023-10-03 09:40:00.000000000
1496,2023-10-03 09:31:00.000000000
1497,2023-10-03 09:32:00.000000000
1498,2023-10-03 09:39:00.000000000
1499,2023-10-03 12:01:05.419202816
1500,2023-10-03 09:36:00.000000000
1501,2023-10-03 09:36:00.000000000
1502,2023-10-03 12:01:05.419202816
1503,2023-10-03 09:47:00.000000000
1504,2023-10-03 09:40:00.000000000
1505,2023-10-03 09:47:00.000000000
1506,2023-10-03 09:39:00.000000000
1507,2023-10-03 09:37:00.000000000
1508,2023-10-03 12:01:05.419202816
1509,2023-10-03 09:39:00.000000000
1510,2023-10-03 12:01:05.419202816
1511,2023-10-03 09:40:00.000000000
1512,2023-10-03 09:47:00.000000000
1513,2023-10-03 09:38:00.000000000
1514,2023-10-03 09:35:00.000000000
1515,2023-10-03 12:01:05.419202816
1516,2023-10-03 12:01:05.419202816
1517,2023-10-03 12:01:05.419202816
1518,2023-10-03 12:01:05.419202816
1519,2023-10-03 12:01:05.419202816
1520,2023-10-03 09:39:00.000000000
1521,2023-10-03 12:01:05.419202816
1522,2023-10-03 12:01:05.419202816
1523,2023-10-03 09:50:00.000000000
1524,2023-10-03 12:01:05.419202816
1525,2023-10-03 09:50:00.000000000
1526,2023-10-03 09:40:00.000000000
1527,2023-10-03 09:35:00.000000000
1528,2023-10-03 09:44:00.000000000
1529,2023-10-03 09:38:00.000000000
1530,2023-10-03 09:38:00.000000000
1531,2023-10-03 09:40:00.000000000
1532,2023-10-03 12:01:05.419202816
1533,2023-10-03 12:01:05.419202816
1534,2023-10-03 09:39:00.000000000
1535,2023-10-03 12:01:05.419202816
1536,2023-10-03 09:50:00.000000000
1537,2023-10-03 12:01:05.419202816
1538,2023-10-03 09:35:00.000000000
1539,2023-10-03 09:50:00.000000000
1540,2023-10-03 12:01:05.419202816
1541,2023-10-03 09:39:00.000000000
1542,2023-10-03 09:39:00.000000000
1543,2023-10-03 09:37:00.000000000
1544,2023-10-03 09:35:00.000000000
1545,2023-10-03 09:35:00.000000000
1546,2023-10-03 09:50:00.000000000
1547,2023-10-03 12:01:05.419202816
1548,2023-10-03 09:47:00.000000000
1549,2023-10-03 09:38:00.000000000
1550,2023-10-03 12:01:05.419202816
1551,2023-10-03 12:01:05.419202816
1552,2023-10-03 09:39:00.000000000
1553,2023-10-03 12:01:05.419202816
1554,2023-10-03 12:01:05.419202816
1555,2023-10-03 09:39:00.000000000
1556,2023-10-03 09:35:00.000000000
1557,2023-10-03 09:35:00.000000000
1558,2023-10-03 09:37:00.000000000
1559,2023-10-03 09:50:00.000000000
1560,2023-10-03 12:01:05.419202816
1561,2023-10-03 09:43:00.000000000
1562,2023-10-03 09:36:00.000000000
1563,2023-10-03 09:35:00.000000000
1564,2023-10-03 09:47:00.000000000
1565,2023-10-03 09:40:00.000000000
1566,2023-10-03 09:40:00.000000000
1567,2023-10-03 12:01:05.419202816
1568,2023-10-03 09:43:00.000000000
1569,2023-10-03 12:01:05.419202816
1570,2023-10-03 12:01:05.419202816
1571,2023-10-03 12:01:05.419202816
1572,2023-10-03 09:43:00.000000000
1573,2023-10-03 12:01:05.419202816
1574,2023-10-03 12:01:05.419202816
1575,2023-10-03 12:01:05.419202816
1576,2023-10-03 09:35:00.000000000
1577,2023-10-03 09:37:00.000000000
1578,2023-10-03 09:37:00.000000000
1579,2023-10-03 12:01:05.419202816
1580,2023-10-03 09:39:00.000000000
1581,2023-10-03 09:40:00.000000000
1582,2023-10-03 09:44:00.000000000
1583,2023-10-03 09:36:00.000000000
1584,2023-10-03 09:41:00.000000000
1585,2023-10-03 12:01:05.419202816
1586,2023-10-03 09:40:00.000000000
1587,2023-10-03 09:56:00.000000000
1588,2023-10-03 12:01:05.419202816
1589,2023-10-03 09:35:00.000000000
1590,2023-10-03 09:47:00.000000000
1591,2023-10-03 12:01:05.419202816
1592,2023-10-03 09:40:00.000000000
1593,2023-10-03 12:01:05.419202816
1594,2023-10-03 12:01:05.419202816
1595,2023-10-03 09:56:00.000000000
1596,2023-10-03 09:41:00.000000000
1597,2023-10-03 12:01:05.419202816
1598,2023-10-03 09:45:00.000000000
1599,2023-10-03 09:40:00.000000000
1600,2023-10-03 09:56:00.000000000
1601,2023-10-03 09:37:00.000000000
1602,2023-10-03 12:01:05.419202816
1603,2023-10-03 09:45:00.000000000
1604,2023-10-03 09:39:00.000000000
1605,2023-10-03 09:45:00.000000000
1606,2023-10-03 09:56:00.000000000
1607,2023-10-03 09:37:00.000000000
1608,2023-10-03 09:44:00.000000000
1609,2023-10-03 09:47:00.000000000
1610,2023-10-03 09:45:00.000000000
1611,2023-10-03 09:39:00.000000000
1612,2023-10-03 09:41:00.000000000
1613,2023-10-03 09:56:00.000000000
1614,2023-10-03 09:41:00.000000000
1615,2023-10-03 09:39:00.000000000
1616,2023-10-03 12:01:05.419202816
1617,2023-10-03 12:01:05.419202816
1618,2023-10-03 12:01:05.419202816
1619,2023-10-03 09:37:00.000000000
1620,2023-10-03 09:56:00.000000000
1621,2023-10-03 12:01:05.419202816
1622,2023-10-03 12:01:05.419202816
1623,2023-10-03 12:01:05.419202816
1624,2023-10-03 12:01:05.419202816
1625,2023-10-03 09:37:00.000000000
1626,2023-10-03 09:47:00.000000000
1627,2023-10-03 09:47:00.000000000
1628,2023-10-03 09:56:00.000000000
1629,2023-10-03 09:48:00.000000000
1630,2023-10-03 09:43:00.000000000
1631,2023-10-03 09:48:00.000000000
1632,2023-10-03 09:39:00.000000000
1633,2023-10-03 09:42:00.000000000
1634,2023-10-03 09:48:00.000000000
1635,2023-10-03 09:48:00.000000000
1636,2023-10-03 09:41:00.000000000
1637,2023-10-03 12:01:05.419202816
1638,2023-10-03 09:47:00.000000000
1639,2023-10-03 09:56:00.000000000
1640,2023-10-03 09:56:00.000000000
1641,2023-10-03 12:01:05.419202816
1642,2023-10-03 09:43:00.000000000
1643,2023-10-03 09:39:00.000000000
1644,2023-10-03 12:01:05.419202816
1645,2023-10-03 12:01:05.419202816
1646,2023-10-03 12:01:05.419202816
1647,2023-10-03 09:45:00.000000000
1648,2023-10-03 09:45:00.000000000
1649,2023-10-03 09:41:00.000000000
1650,2023-10-03 12:01:05.419202816
1651,2023-10-03 10:09:00.000000000
1652,2023-10-03 12:01:05.419202816
1653,2023-10-03 09:39:00.000000000
1654,2023-10-03 09:43:00.000000000
1655,2023-10-03 12:01:05.419202816
1656,2023-10-03 12:01:05.419202816
1657,2023-10-03 12:01:05.419202816
1658,2023-10-03 12:01:05.419202816
1659,2023-10-03 10:11:00.000000000
1660,2023-10-03 09:40:00.000000000
1661,2023-10-03 09:44:00.000000000
1662,2023-10-03 09:44:00.000000000
1663,2023-10-03 09:40:00.000000000
1664,2023-10-03 12:01:05.419202816
1665,2023-10-03 12:01:05.419202816
1666,2023-10-03 12:01:05.419202816
1667,2023-10-03 09:42:00.000000000
1668,2023-10-03 09:47:00.000000000
1669,2023-10-03 12:01:05.419202816
1670,2023-10-03 09:40:00.000000000
1671,2023-10-03 12:01:05.419202816
1672,2023-10-03 12:01:05.419202816
1673,2023-10-03 12:01:05.419202816
1674,2023-10-03 12:01:05.419202816
1675,2023-10-03 09:41:00.000000000
1676,2023-10-03 09:41:00.000000000
1677,2023-10-03 09:46:00.000000000
1678,2023-10-03 09:43:00.000000000
1679,2023-10-03 09:43:00.000000000
1680,2023-10-03 12:01:05.419202816
1681,2023-10-03 09:49:00.000000000
1682,2023-10-03 12:01:05.419202816
1683,2023-10-03 12:01:05.419202816
1684,2023-10-03 09:48:00.000000000
1685,2023-10-03 12:01:05.419202816
1686,2023-10-03 09:41:00.000000000
1687,2023-10-03 09:49:00.000000000
1688,2023-10-03 09:41:00.000000000
1689,2023-10-03 12:01:05.419202816
1690,2023-10-03 09:49:00.000000000
1691,2023-10-03 12:01:05.419202816
1692,2023-10-03 12:01:05.419202816
1693,2023-10-03 12:01:05.419202816
1694,2023-10-03 09:45:00.000000000
1695,2023-10-03 09:44:00.000000000
1696,2023-10-03 12:01:05.419202816
1697,2023-10-03 09:46:00.000000000
1698,2023-10-03 09:41:00.000000000
1699,2023-10-03 12:01:05.419202816
1700,2023-10-03 12:01:05.419202816
1701,2023-10-03 09:47:00.000000000
1702,2023-10-03 12:01:05.419202816
1703,2023-10-03 12:01:05.419202816
1704,2023-10-03 09:45:00.000000000
1705,2023-10-03 09:46:00.000000000
1706,2023-10-03 09:44:00.000000000
1707,2023-10-03 09:43:00.000000000
1708,2023-10-03 12:01:05.419202816
1709,2023-10-03 12:01:05.419202816
1710,2023-10-03 09:56:00.000000000
1711,2023-10-03 09:51:00.000000000
1712,2023-10-03 09:46:00.000000000
1713,2023-10-03 09:46:00.000000000
1714,2023-10-03 09:56:00.000000000
1715,2023-10-03 12:01:05.419202816
1716,2023-10-03 12:01:05.419202816
1717,2023-10-03 09:56:00.000000000
1718,2023-10-03 09:42:00.000000000
1719,2023-10-03 09:42:00.000000000
1720,2023-10-03 09:51:00.000000000
1721,2023-10-03 09:49:00.000000000
1722,2023-10-03 12:01:05.419202816
1723,2023-10-03 12:01:05.419202816
1724,2023-10-03 12:01:05.419202816
1725,2023-10-03 09:44:00.000000000
1726,2023-10-03 12:01:05.419202816
1727,2023-10-03 09:47:00.000000000
1728,2023-10-03 09:48:00.000000000
1729,2023-10-03 12:01:05.419202816
1730,2023-10-03 09:44:00.000000000
1731,2023-10-03 12:01:05.419202816
1732,2023-10-03 09:48:00.000000000
1733,2023-10-03 09:51:00.000000000
1734,2023-10-03 12:01:05.419202816
1735,2023-10-03 12:01:05.419202816
1736,2023-10-03 09:48:00.000000000
1737,2023-10-03 09:48:00.000000000
1738,2023-10-03 09:44:00.000000000
1739,2023-10-03 09:44:00.000000000
1740,2023-10-03 12:01:05.419202816
1741,2023-10-03 12:01:05.419202816
1742,2023-10-03 09:48:00.000000000
1743,2023-10-03 09:48:00.000000000
1744,2023-10-03 09:48:00.000000000
1745,2023-10-03 09:46:00.000000000
1746,2023-10-03 12:01:05.419202816
1747,2023-10-03 12:01:05.419202816
1748,2023-10-03 09:48:00.000000000
1749,2023-10-03 12:01:05.419202816
1750,2023-10-03 12:01:05.419202816
1751,2023-10-03 09:48:00.000000000
1752,2023-10-03 12:01:05.419202816
1753,2023-10-03 10:09:00.000000000
1754,2023-10-03 09:42:00.000000000
1755,2023-10-03 09:47:00.000000000
1756,2023-10-03 09:47:00.000000000
1757,2023-10-03 09:48:00.000000000
1758,2023-10-03 12:01:05.419202816
1759,2023-10-03 12:01:05.419202816
1760,2023-10-03 12:01:05.419202816
1761,2023-10-03 12:01:05.419202816
1762,2023-10-03 12:01:05.419202816
1763,2023-10-03 12:01:05.419202816
1764,2023-10-03 09:49:00.000000000
1765,2023-10-03 09:49:00.000000000
1766,2023-10-03 09:46:00.000000000
1767,2023-10-03 09:48:00.000000000
1768,2023-10-03 12:01:05.419202816
1769,2023-10-03 09:48:00.000000000
1770,2023-10-03 09:48:00.000000000
1771,2023-10-03 10:09:00.000000000
1772,2023-10-03 12:01:05.419202816
1773,2023-10-03 09:48:00.000000000
1774,2023-10-03 09:48:00.000000000
1775,2023-10-03 09:44:00.000000000
1776,2023-10-03 12:01:05.419202816
1777,2023-10-03 12:01:05.419202816
1778,2023-10-03 12:01:05.419202816
1779,2023-10-03 09:55:00.000000000
1780,2023-10-03 09:55:00.000000000
1781,2023-10-03 12:01:05.419202816
1782,2023-10-03 09:49:00.000000000
1783,2023-10-03 09:48:00.000000000
1784,2023-10-03 09:48:00.000000000
1785,2023-10-03 09:51:00.000000000
1786,2023-10-03 09:49:00.000000000
1787,2023-10-03 09:55:00.000000000
1788,2023-10-03 09:47:00.000000000
1789,2023-10-03 09:55:00.000000000
1790,2023-10-03 12:01:05.419202816
1791,2023-10-03 12:01:05.419202816
1792,2023-10-03 09:49:00.000000000
1793,2023-10-03 09:47:00.000000000
1794,2023-10-03 12:01:05.419202816
1795,2023-10-03 12:01:05.419202816
1796,2023-10-03 12:01:05.419202816
1797,2023-10-03 12:01:05.419202816
1798,2023-10-03 09:53:00.000000000
1799,2023-10-03 09:55:00.000000000
1800,2023-10-03 09:49:00.000000000
1801,2023-10-03 12:01:05.419202816
1802,2023-10-03 09:48:00.000000000
1803,2023-10-03 09:53:00.000000000
1804,2023-10-03 12:01:05.419202816
1805,2023-10-03 12:01:05.419202816
1806,2023-10-03 09:50:00.000000000
1807,2023-10-03 09:50:00.000000000
1808,2023-10-03 12:01:05.419202816
1809,2023-10-03 09:47:00.000000000
1810,2023-10-03 09:55:00.000000000
1811,2023-10-03 09:55:00.000000000
1812,2023-10-03 09:46:00.000000000
1813,2023-10-03 12:01:05.419202816
1814,2023-10-03 09:53:00.000000000
1815,2023-10-03 12:01:05.419202816
1816,2023-10-03 12:01:05.419202816
1817,2023-10-03 09:55:00.000000000
1818,2023-10-03 09:50:00.000000000
1819,2023-10-03 09:50:00.000000000
1820,2023-10-03 12:01:05.419202816
1821,2023-10-03 09:55:00.000000000
1822,2023-10-03 12:01:05.419202816
1823,2023-10-03 09:46:00.000000000
1824,2023-10-03 09:53:00.000000000
1825,2023-10-03 09:53:00.000000000
1826,2023-10-03 09:51:00.000000000
1827,2023-10-03 09:52:00.000000000
1828,2023-10-03 09:50:00.000000000
1829,2023-10-03 12:01:05.419202816
1830,2023-10-03 10:01:00.000000000
1831,2023-10-03 09:50:00.000000000
1832,2023-10-03 09:52:00.000000000
1833,2023-10-03 09:54:00.000000000
1834,2023-10-03 12:01:05.419202816
1835,2023-10-03 09:50:00.000000000
1836,2023-10-03 12:01:05.419202816
1837,2023-10-03 09:52:00.000000000
1838,2023-10-03 09:47:00.000000000
1839,2023-10-03 09:54:00.000000000
1840,2023-10-03 09:50:00.000000000
1841,2023-10-03 09:53:00.000000000
1842,2023-10-03 09:53:00.000000000
1843,2023-10-03 09:47:00.000000000
1844,2023-10-03 09:47:00.000000000
1845,2023-10-03 12:01:05.419202816
1846,2023-10-03 12:01:05.419202816
1847,2023-10-03 12:01:05.419202816
1848,2023-10-03 09:49:00.000000000
1849,2023-10-03 09:53:00.000000000
1850,2023-10-03 12:01:05.419202816
1851,2023-10-03 12:01:05.419202816
1852,2023-10-03 12:01:05.419202816
1853,2023-10-03 12:01:05.419202816
1854,2023-10-03 12:01:05.419202816
1855,2023-10-03 12:01:05.419202816
1856,2023-10-03 12:01:05.419202816
1857,2023-10-03 12:01:05.419202816
1858,2023-10-03 12:01:05.419202816
1859,2023-10-03 09:53:00.000000000
1860,2023-10-03 09:53:00.000000000
1861,2023-10-03 09:49:00.000000000
1862,2023-10-03 09:52:00.000000000
1863,2023-10-03 09:50:00.000000000
1864,2023-10-03 09:52:00.000000000
1865,2023-10-03 12:01:05.419202816
1866,2023-10-03 09:49:00.000000000
1867,2023-10-03 12:01:05.419202816
1868,2023-10-03 09:57:00.000000000
1869,2023-10-03 12:01:05.419202816
1870,2023-10-03 09:54:00.000000000
1871,2023-10-03 09:54:00.000000000
1872,2023-10-03 09:51:00.000000000
1873,2023-10-03 09:51:00.000000000
1874,2023-10-03 09:55:00.000000000
1875,2023-10-03 09:57:00.000000000
1876,2023-10-03 12:01:05.419202816
1877,2023-10-03 12:01:05.419202816
1878,2023-10-03 12:01:05.419202816
1879,2023-10-03 12:01:05.419202816
1880,2023-10-03 12:01:05.419202816
1881,2023-10-03 12:01:05.419202816
1882,2023-10-03 12:01:05.419202816
1883,2023-10-03 09:47:00.000000000
1884,2023-10-03 10:01:00.000000000
1885,2023-10-03 09:53:00.000000000
1886,2023-10-03 12:01:05.419202816
1887,2023-10-03 12:01:05.419202816
1888,2023-10-03 12:01:05.419202816
1889,2023-10-03 12:01:05.419202816
1890,2023-10-03 09:57:00.000000000
1891,2023-10-03 12:01:05.419202816
1892,2023-10-03 09:53:00.000000000
1893,2023-10-03 12:01:05.419202816
1894,2023-10-03 12:01:05.419202816
1895,2023-10-03 12:01:05.419202816
1896,2023-10-03 12:01:05.419202816
1897,2023-10-03 09:55:00.000000000
1898,2023-10-03 12:01:05.419202816
1899,2023-10-03 12:01:05.419202816
1900,2023-10-03 12:01:05.419202816
1901,2023-10-03 09:52:00.000000000
1902,2023-10-03 12:01:05.419202816
1903,2023-10-03 12:01:05.419202816
1904,2023-10-03 12:01:05.419202816
1905,2023-10-03 09:57:00.000000000
1906,2023-10-03 09:57:00.000000000
1907,2023-10-03 09:55:00.000000000
1908,2023-10-03 10:01:00.000000000
1909,2023-10-03 12:01:05.419202816
1910,2023-10-03 12:01:05.419202816
1911,2023-10-03 12:01:05.419202816
1912,2023-10-03 09:51:00.000000000
1913,2023-10-03 09:55:00.000000000
1914,2023-10-03 10:01:00.000000000
1915,2023-10-03 09:55:00.000000000
1916,2023-10-03 09:55:00.000000000
1917,2023-10-03 12:01:05.419202816
1918,2023-10-03 12:01:05.419202816
1919,2023-10-03 12:01:05.419202816
1920,2023-10-03 12:01:05.419202816
1921,2023-10-03 12:01:05.419202816
1922,2023-10-03 12:01:05.419202816
1923,2023-10-03 09:57:00.000000000
1924,2023-10-03 10:02:00.000000000
1925,2023-10-03 10:01:00.000000000
1926,2023-10-03 10:01:00.000000000
1927,2023-10-03 12:01:05.419202816
1928,2023-10-03 09:53:00.000000000
1929,2023-10-03 09:53:00.000000000
1930,2023-10-03 12:01:05.419202816
1931,2023-10-03 10:02:00.000000000
1932,2023-10-03 09:55:00.000000000
1933,2023-10-03 12:01:05.419202816
1934,2023-10-03 09:53:00.000000000
1935,2023-10-03 09:57:00.000000000
1936,2023-10-03 09:54:00.000000000
1937,2023-10-03 12:01:05.419202816
1938,2023-10-03 12:01:05.419202816
1939,2023-10-03 12:01:05.419202816
1940,2023-10-03 12:01:05.419202816
1941,2023-10-03 12:01:05.419202816
1942,2023-10-03 09:56:00.000000000
1943,2023-10-03 09:57:00.000000000
1944,2023-10-03 12:01:05.419202816
1945,2023-10-03 12:01:05.419202816
1946,2023-10-03 12:01:05.419202816
1947,2023-10-03 12:01:05.419202816
1948,2023-10-03 09:55:00.000000000
1949,2023-10-03 12:01:05.419202816
1950,2023-10-03 09:57:00.000000000
1951,2023-10-03 09:54:00.000000000
1952,2023-10-03 12:01:05.419202816
1953,2023-10-03 09:53:00.000000000
1954,2023-10-03 09:57:00.000000000
1955,2023-10-03 12:01:05.419202816
1956,2023-10-03 12:01:05.419202816
1957,2023-10-03 12:01:05.419202816
1958,2023-10-03 12:01:05.419202816
1959,2023-10-03 10:05:00.000000000
1960,2023-10-03 12:01:05.419202816
1961,2023-10-03 12:01:05.419202816
1962,2023-10-03 10:02:00.000000000
1963,2023-10-03 10:01:00.000000000
1964,2023-10-03 12:01:05.419202816
1965,2023-10-03 09:56:00.000000000
1966,2023-10-03 09:58:00.000000000
1967,2023-10-03 09:55:00.000000000
1968,2023-10-03 09:57:00.000000000
1969,2023-10-03 09:57:00.000000000
1970,2023-10-03 12:01:05.419202816
1971,2023-10-03 12:01:05.419202816
1972,2023-10-03 10:01:00.000000000
1973,2023-10-03 09:58:00.000000000
1974,2023-10-03 12:01:05.419202816
1975,2023-10-03 12:01:05.419202816
1976,2023-10-03 09:57:00.000000000
1977,2023-10-03 09:58:00.000000000
1978,2023-10-03 09:57:00.000000000
1979,2023-10-03 10:00:00.000000000
1980,2023-10-03 10:05:00.000000000
1981,2023-10-03 12:01:05.419202816
1982,2023-10-03 12:01:05.419202816
1983,2023-10-03 12:01:05.419202816
1984,2023-10-03 10:04:00.000000000
1985,2023-10-03 09:57:00.000000000
1986,2023-10-03 09:57:00.000000000
1987,2023-10-03 12:01:05.419202816
1988,2023-10-03 12:01:05.419202816
1989,2023-10-03 12:01:05.419202816
1990,2023-10-03 12:01:05.419202816
1991,2023-10-03 12:01:05.419202816
1992,2023-10-03 12:01:05.419202816
1993,2023-10-03 10:05:00.000000000
1994,2023-10-03 12:01:05.419202816
1995,2023-10-03 10:05:00.000000000
1996,2023-10-03 09:57:00.000000000
1997,2023-10-03 12:01:05.419202816
1998,2023-10-03 10:05:00.000000000
1999,2023-10-03 10:05:00.000000000
2000,2023-10-03 12:01:05.419202816
2001,2023-10-03 12:01:05.419202816
2002,2023-10-03 09:56:00.000000000
2003,2023-10-03 09:57:00.000000000
2004,2023-10-03 10:04:00.000000000
2005,2023-10-03 10:02:00.000000000
2006,2023-10-03 12:01:05.419202816
2007,2023-10-03 12:01:05.419202816
2008,2023-10-03 12:01:05.419202816
2009,2023-10-03 12:01:05.419202816
2010,2023-10-03 10:04:00.000000000
2011,2023-10-03 10:05:00.000000000
2012,2023-10-03 09:57:00.000000000
2013,2023-10-03 12:01:05.419202816
2014,2023-10-03 09:56:00.000000000
2015,2023-10-03 09:56:00.000000000
2016,2023-10-03 10:05:00.000000000
2017,2023-10-03 12:01:05.419202816
2018,2023-10-03 12:01:05.419202816
2019,2023-10-03 10:27:00.000000000
2020,2023-10-03 10:27:00.000000000
2021,2023-10-03 12:01:05.419202816
2022,2023-10-03 10:04:00.000000000
2023,2023-10-03 10:04:00.000000000
2024,2023-10-03 10:05:00.000000000
2025,2023-10-03 09:57:00.000000000
2026,2023-10-03 12:01:05.419202816
2027,2023-10-03 12:01:05.419202816
2028,2023-10-03 12:01:05.419202816
2029,2023-10-03 10:03:00.000000000
2030,2023-10-03 12:01:05.419202816
2031,2023-10-03 12:01:05.419202816
2032,2023-10-03 10:00:00.000000000
2033,2023-10-03 12:01:05.419202816
2034,2023-10-03 10:03:00.000000000
2035,2023-10-03 10:05:00.000000000
2036,2023-10-03 12:01:05.419202816
2037,2023-10-03 10:05:00.000000000
2038,2023-10-03 12:01:05.419202816
2039,2023-10-03 12:01:05.419202816
2040,2023-10-03 12:01:05.419202816
2041,2023-10-03 12:01:05.419202816
2042,2023-10-03 09:56:00.000000000
2043,2023-10-03 10:02:00.000000000
2044,2023-10-03 10:05:00.000000000
2045,2023-10-03 12:01:05.419202816
2046,2023-10-03 12:01:05.419202816
2047,2023-10-03 12:01:05.419202816
2048,2023-10-03 12:01:05.419202816
2049,2023-10-03 10:04:00.000000000
2050,2023-10-03 09:59:00.000000000
2051,2023-10-03 10:08:00.000000000
2052,2023-10-03 10:08:00.000000000
2053,2023-10-03 09:59:00.000000000
2054,2023-10-03 09:59:00.000000000
2055,2023-10-03 10:05:00.000000000
2056,2023-10-03 10:05:00.000000000
2057,2023-10-03 12:01:05.419202816
2058,2023-10-03 10:08:00.000000000
2059,2023-10-03 12:01:05.419202816
2060,2023-10-03 12:01:05.419202816
2061,2023-10-03 09:59:00.000000000
2062,2023-10-03 12:01:05.419202816
2063,2023-10-03 10:08:00.000000000
2064,2023-10-03 10:04:00.000000000
2065,2023-10-03 09:56:00.000000000
2066,2023-10-03 09:59:00.000000000
2067,2023-10-03 12:01:05.419202816
2068,2023-10-03 10:05:00.000000000
2069,2023-10-03 12:01:05.419202816
2070,2023-10-03 12:01:05.419202816
2071,2023-10-03 10:03:00.000000000
2072,2023-10-03 10:03:00.000000000
2073,2023-10-03 09:59:00.000000000
2074,2023-10-03 10:08:00.000000000
2075,2023-10-03 12:01:05.419202816
2076,2023-10-03 09:59:00.000000000
2077,2023-10-03 12:01:05.419202816
2078,2023-10-03 12:01:05.419202816
2079,2023-10-03 12:01:05.419202816
2080,2023-10-03 10:08:00.000000000
2081,2023-10-03 10:09:00.000000000
2082,2023-10-03 12:01:05.419202816
2083,2023-10-03 10:05:00.000000000
2084,2023-10-03 12:01:05.419202816
2085,2023-10-03 10:00:00.000000000
2086,2023-10-03 10:00:00.000000000
2087,2023-10-03 10:07:00.000000000
2088,2023-10-03 12:01:05.419202816
2089,2023-10-03 10:02:00.000000000
2090,2023-10-03 10:02:00.000000000
2091,2023-10-03 12:01:05.419202816
2092,2023-10-03 12:01:05.419202816
2093,2023-10-03 10:07:00.000000000
2094,2023-10-03 12:01:05.419202816
2095,2023-10-03 10:07:00.000000000
2096,2023-10-03 09:59:00.000000000
2097,2023-10-03 12:01:05.419202816
2098,2023-10-03 12:01:05.419202816
2099,2023-10-03 12:01:05.419202816
2100,2023-10-03 10:14:00.000000000
2101,2023-10-03 10:02:00.000000000
2102,2023-10-03 12:01:05.419202816
2103,2023-10-03 12:01:05.419202816
2104,2023-10-03 12:01:05.419202816
2105,2023-10-03 12:01:05.419202816
2106,2023-10-03 12:01:05.419202816
2107,2023-10-03 12:01:05.419202816
2108,2023-10-03 10:02:00.000000000
2109,2023-10-03 12:01:05.419202816
2110,2023-10-03 12:01:05.419202816
2111,2023-10-03 12:01:05.419202816
2112,2023-10-03 09:59:00.000000000
2113,2023-10-03 09:59:00.000000000
2114,2023-10-03 12:01:05.419202816
2115,2023-10-03 12:01:05.419202816
2116,2023-10-03 12:01:05.419202816
2117,2023-10-03 10:14:00.000000000
2118,2023-10-03 10:09:00.000000000
2119,2023-10-03 10:02:00.000000000
2120,2023-10-03 10:02:00.000000000
2121,2023-10-03 10:00:00.000000000
2122,2023-10-03 12:01:05.419202816
2123,2023-10-03 12:01:05.419202816
2124,2023-10-03 10:14:00.000000000
2125,2023-10-03 10:03:00.000000000
2126,2023-10-03 10:07:00.000000000
2127,2023-10-03 10:02:00.000000000
2128,2023-10-03 10:14:00.000000000
2129,2023-10-03 12:01:05.419202816
2130,2023-10-03 12:01:05.419202816
2131,2023-10-03 10:11:00.000000000
2132,2023-10-03 12:01:05.419202816
2133,2023-10-03 12:01:05.419202816
2134,2023-10-03 10:14:00.000000000
2135,2023-10-03 12:01:05.419202816
2136,2023-10-03 12:01:05.419202816
